Date,BLK,AXP,JPM,GS,SCHW,WFC,COF,C,MS,BAC
2022-11-28,658.8652954101562,144.56712341308594,123.58431243896484,348.9189147949219,75.89056396484375,42.97919464111328,93.77642059326172,41.93155288696289,80.34465026855469,33.508216857910156
2022-11-29,652.314697265625,147.9688262939453,125.61721801757812,350.15081787109375,76.42292022705078,43.51894760131836,96.13074493408203,42.233402252197266,81.40827941894531,33.63549041748047
2022-11-30,654.1419067382812,151.0063934326172,127.10737609863281,354.6883850097656,78.4668197631836,43.86658477783203,97.22311401367188,42.97917175292969,83.18695831298828,34.408199310302734
2022-12-01,659.7882080078125,150.920166015625,125.32286071777344,352.5390319824219,77.6968002319336,42.8785514831543,93.5315933227539,42.419857025146484,83.1243896484375,33.4206657409668
2022-12-02,651.3828735351562,150.20150756835938,124.32941436767578,349.5721740722656,78.39077758789062,42.027748107910156,91.99658966064453,41.940425872802734,82.3199691772461,32.99090576171875
2022-12-05,651.1818237304688,149.5594940185547,120.84310150146484,341.26873779296875,77.23096466064453,39.941917419433594,89.48218536376953,40.519920349121094,80.27313995361328,31.51875877380371
2022-12-06,653.3989868164062,148.23712158203125,121.04544830322266,333.3418273925781,76.61304473876953,39.70405960083008,88.54988098144531,39.93396759033203,78.21736907958984,30.174612045288086
2022-12-07,652.359375,148.3042449951172,120.96268463134766,330.5954895019531,76.23280334472656,38.834964752197266,87.79650115966797,39.65873718261719,78.01179504394531,29.93687629699707
2022-12-08,647.0975952148438,147.681396484375,122.23211669921875,328.9053649902344,76.28983306884766,38.953895568847656,88.1261215209961,39.67649841308594,79.27206420898438,29.66255760192871
2022-12-09,650.3264770507812,147.47055053710938,121.5698013305664,329.87896728515625,75.88105773925781,38.88070297241211,88.90774536132812,39.827423095703125,79.96924591064453,29.607698440551758
2022-12-12,652.4237060546875,150.73812866210938,123.45555114746094,333.5898132324219,76.32786560058594,39.210052490234375,91.83649444580078,40.63534164428711,81.44402313232422,29.9277286529541
2022-12-13,666.1487426757812,150.9393310546875,123.3359603881836,338.6509094238281,73.91320037841797,38.990478515625,93.09840393066406,41.36335372924805,82.86518859863281,29.946016311645508
2022-12-14,654.5303344726562,147.6717987060547,122.71963500976562,331.0179443359375,73.50442504882812,38.58795928955078,90.97010803222656,40.821781158447266,80.88986206054688,29.51625633239746
2022-12-15,642.2589111328125,143.94430541992188,119.67488861083984,321.3274841308594,73.25725555419922,37.8469352722168,88.38037109375,39.61435317993164,78.46764373779297,29.049922943115234
2022-12-16,644.135498046875,140.18807983398438,118.92976379394531,318.1310119628906,74.33149719238281,37.68225860595703,84.84894561767578,39.37464141845703,77.63639068603516,28.985919952392578
2022-12-19,637.006103515625,138.9519500732422,119.6380615234375,316.5328369140625,74.39803314208984,38.258609771728516,82.7489013671875,39.00176239013672,76.46550750732422,29.31509780883789
2022-12-20,636.1690673828125,139.61309814453125,120.21756744384766,316.422607421875,75.63388061523438,37.49015426635742,83.23857116699219,38.89521789550781,76.1169204711914,29.4339656829834
2022-12-21,655.8367309570312,140.9546356201172,121.5698013305664,321.6306457519531,77.24049377441406,37.61822509765625,84.4910888671875,39.78303909301758,77.64532470703125,29.88201141357422
2022-12-22,646.9963989257812,139.23941040039062,120.19000244140625,317.4237976074219,76.81268310546875,37.215702056884766,84.27449035644531,39.05503463745117,77.19844055175781,29.616840362548828
2022-12-23,647.5574951171875,140.87799072265625,120.76031494140625,317.3594665527344,77.73480987548828,37.49015426635742,85.40455627441406,39.29473876953125,76.9660415649414,29.689990997314453
2022-12-27,646.93212890625,140.27430725097656,121.1834487915039,314.10791015625,78.16262817382812,37.5450439453125,85.46105194091797,39.410152435302734,76.02753448486328,29.744853973388672
2022-12-28,644.236572265625,137.9937286376953,121.84575653076172,313.0975341796875,78.28620147705078,37.61822509765625,84.47224426269531,39.61435317993164,75.49124145507812,29.964303970336914
2022-12-29,658.7896118164062,141.16546630859375,122.54485321044922,315.4489440917969,78.5809097290039,37.81034469604492,87.26914978027344,40.093772888183594,76.18842315673828,30.302627563476562
2022-12-30,651.8718872070312,141.57745361328125,123.3543472290039,315.4030456542969,79.15129852294922,37.77375411987305,87.54225158691406,40.15591812133789,75.99176788330078,30.28434181213379
2023-01-03,655.008544921875,140.97378540039062,124.2926025390625,318.01165771484375,77.89643096923828,38.231170654296875,87.55166625976562,40.64421844482422,76.61744689941406,30.64094352722168
2023-01-04,664.0789794921875,144.2509307861328,125.4516372680664,319.3710632324219,79.2368392944336,39.0179328918457,90.21675109863281,41.69184112548828,77.44867706298828,31.217008590698242
2023-01-05,645.07373046875,140.79896545410156,125.4238510131836,315.7521057128906,79.00869750976562,38.807518005371094,88.50279235839844,41.505401611328125,76.79621124267578,31.153003692626953
2023-01-06,678.8895263671875,144.3951416015625,127.82390594482422,319.7201232910156,80.36811828613281,39.15515899658203,91.41272735595703,42.00257873535156,78.2620620727539,31.463899612426758
2023-01-09,692.6788330078125,144.61631774902344,127.29569244384766,324.2392272949219,81.21421813964844,38.78007507324219,91.77056121826172,42.20677947998047,78.33355712890625,30.988412857055664
2023-01-10,696.625244140625,146.15480041503906,128.4355010986328,328.2440185546875,81.39482879638672,38.752628326416016,92.7593765258789,42.78386306762695,79.4776382446289,31.198715209960938
2023-01-11,695.3740234375,148.00091552734375,129.38995361328125,334.783935546875,79.30339813232422,39.10027313232422,95.8576431274414,43.245521545410156,79.93348693847656,31.436466217041016
2023-01-12,693.5711059570312,148.96250915527344,129.26022338867188,339.799072265625,79.36044311523438,39.18260192871094,95.13251495361328,43.5828971862793,80.91667938232422,31.51875877380371
2023-01-13,693.5986938476562,149.77017211914062,132.52206420898438,343.5283203125,78.88512420654297,40.45423126220703,96.85586547851562,44.31977844238281,81.92668914794922,32.213687896728516
2023-01-17,689.679931640625,147.8374786376953,130.4741668701172,321.41021728515625,79.36994934082031,40.36274337768555,97.59039306640625,44.6660270690918,86.77113342285156,31.564477920532227
2023-01-18,687.4996337890625,144.63552856445312,126.55436706542969,320.6478271484375,77.36407470703125,39.68577194213867,95.96122741699219,43.88474655151367,86.32424926757812,30.832969665527344
2023-01-19,671.41064453125,141.2028350830078,124.86785125732422,322.172607421875,72.55377197265625,39.292381286621094,92.20376586914062,43.831478118896484,84.15226745605469,30.384912490844727
2023-01-20,682.30224609375,145.7701873779297,125.17364501953125,313.9884948730469,73.22872924804688,40.179779052734375,98.10834503173828,45.358516693115234,86.02034759521484,30.95183753967285
2023-01-23,688.1068725585938,148.07786560058594,127.20304107666016,320.6938171386719,73.89419555664062,41.19525146484375,100.87699890136719,46.148677825927734,86.81583404541016,31.3815975189209
2023-01-24,691.83251953125,149.35675048828125,128.29649353027344,319.9497985839844,75.33918762207031,40.664642333984375,100.30255126953125,45.65149688720703,85.36785125732422,31.610191345214844
2023-01-25,691.078125,150.74136352539062,128.9173583984375,321.1438293457031,75.30113983154297,41.47885513305664,109.32420349121094,46.077659606933594,85.48405456542969,31.884510040283203
2023-01-26,698.1154174804688,149.88555908203125,129.7142791748047,326.048828125,74.19840240478516,41.9088249206543,109.30538177490234,46.335113525390625,86.25273132324219,32.314266204833984
2023-01-27,698.3729858398438,165.6837615966797,130.0293426513672,324.88226318359375,71.00419616699219,42.19242858886719,110.72737884521484,46.042137145996094,86.57449340820312,32.414852142333984
2023-01-30,687.959716796875,166.0203094482422,128.92660522460938,328.3358459472656,71.77423858642578,42.34794998168945,108.29774475097656,45.94448471069336,86.46187591552734,32.27768325805664
2023-01-31,698.400634765625,168.20298767089844,129.6957550048828,336.00555419921875,73.59947967529297,42.8785514831543,112.06462097167969,46.36175537109375,87.69628143310547,32.44227600097656
2023-02-01,701.546630859375,166.9337615966797,129.3529052734375,335.9136657714844,74.38851928710938,43.29938507080078,109.55023193359375,46.29961013793945,88.47116088867188,32.8446044921875
2023-02-02,708.9979858398438,166.4722137451172,128.75057983398438,339.3674011230469,72.83895874023438,43.48351287841797,114.72027587890625,46.36175537109375,89.39019012451172,33.0366325378418
2023-02-03,696.5147705078125,171.9818572998047,130.74290466308594,339.80828857421875,75.12052917480469,43.805763244628906,114.92848205566406,45.68035125732422,89.58840942382812,33.310943603515625
2023-02-06,682.9185791015625,169.6934051513672,131.51202392578125,340.5889587402344,75.91908264160156,43.897830963134766,111.33222198486328,45.599666595458984,89.11087799072266,33.256080627441406
2023-02-07,681.483642578125,171.82803344726562,133.11514282226562,343.8956604003906,77.18343353271484,44.3121337890625,113.66033172607422,45.84175109863281,89.39920806884766,33.6218376159668
2023-02-08,671.4014892578125,172.11647033691406,132.17921447753906,344.53863525390625,76.63207244873047,44.422607421875,110.93476104736328,45.85968017578125,89.16492462158203,33.37495422363281
2023-02-09,658.6238403320312,172.4722442626953,130.12200927734375,338.0079650878906,75.88826751708984,43.79655075073242,109.40161895751953,44.81068420410156,88.34500122070312,32.6617317199707
2023-02-10,665.56005859375,172.3568572998047,130.69654846191406,341.0299377441406,76.72742462158203,43.741302490234375,109.20287322998047,44.927242279052734,88.69640350341797,32.53372573852539
